NAME,C_VALUE,H_VALUE,L_VALUE,A_VALUE,B_VALUE
"bgal 24",42.49,27.39,39.22,37.73,19.54
"bgal 24",38.16,37.12,29.95,30.43,23.03
"bgal 24",46.77,32.06,42.28,39.64,24.83
"bgal 24",42.06,27.14,38.8,37.43,19.19
"bgal 24",51.83,34.6,46.47,42.66,29.44
"bgal 24",43.56,28.19,40.88,38.39,20.58
"bgal 24",48.87,31.78,43.56,41.54,25.73
"bgal 24",35.8,24.35,36.38,32.62,14.76
"bgal 27",45.08,32.03,37.22,38.22,23.91
"bgal 27",45.02,32.45,38.12,37.99,24.16
"bgal 27",50.51,29.64,39.18,43.9,24.98
"bgal 27",46.57,27.21,37.5,41.42,21.3
"bgal 27",48.98,31.59,37.36,41.72,25.66
"bgal 27",47.13,34.15,39.48,39.01,26.46
"bgal 27",45.54,28.38,37.08,40.06,21.64
"bgal 27",47.14,32.18,41.07,39.9,25.1
"bgal 27",49.3,29.27,38.63,43.01,24.1
"bgal 27",48.97,31.23,40.05,41.87,25.39
"bgal 27",48.34,30.53,40.59,41.63,24.56
"bgal 27",40.62,30.21,37.55,35.1,20.44
"bgal 27",40.75,34.42,38.26,33.62,23.03
"bgal 27",41.68,32.61,41.09,35.11,22.46
"bgal 27",39.45,26.65,34.4,35.26,17.7
"bgal 27",43.44,32.97,42.92,36.44,23.64
"bgal 27",46.5,32.32,37.87,39.3,24.86
"bgal 27",50.26,33.08,43.24,42.11,27.43
"bgal 27",46,32,38.63,39.01,24.38
"bgal 27",52.32,32.68,40.58,44.04,28.25
"bgal 27",40.95,23.45,34.1,37.57,16.3
"bgal 27",45.79,30.37,39.28,39.51,23.15
"bgal 27",42.07,27.91,36.96,37.18,19.7
"bgal 27",41.31,26.39,36.58,37.01,18.36
"bgal 27",38.54,25.87,35.83,34.68,16.82
"bgal 27",41.58,31.2,38.54,35.57,21.54
"bgal 27",41.18,25.63,36.65,37.12,17.81
"bgal 27",46.86,31.71,40.04,39.86,24.63
"bgal 27",40.62,25.39,35.46,36.7,17.42
"bgal 27",40.24,24.57,35.27,36.59,16.73
"bgal 27",45.76,25.63,34.96,41.26,19.79
"bgal 27",43.71,27.04,38.5,38.93,19.87
"bgal 27",41.83,28.14,36.1,36.89,19.73
"bgal 27",47.89,31.66,39.95,40.77,25.14
"bgal 27",48.54,32.57,39.41,40.91,26.13
"bgal 27",47.42,31.46,37.27,40.45,24.75
"bgal 27",50.29,29.83,38.8,43.63,25.02
"bgal 27",44.7,28.68,37.7,39.22,21.45
"bgal 27",37.54,27.16,33.78,33.4,17.14
"bgal 27",39.27,28.75,35.13,34.43,18.89
"bgal 27",40.49,29.39,38.21,35.27,19.87
"bgal 27",46.39,29.88,36.95,40.22,23.11
"bgal 27",48.72,29.98,36.85,42.2,24.35
"bgal 27",42.63,24.9,35.03,38.66,17.95
"bgal 27",35.37,26,31.25,31.79,15.5
"bgal 27",37.49,26.29,36.15,33.61,16.6
"bgal 27",39.96,28.68,37.98,35.05,19.18
"bgal 27",43.74,26.8,35.39,39.04,19.72
"bgal 27",47.63,26.89,35.89,42.48,21.54
"bgal 27",47.14,27,35.78,42.01,21.4
"bgal 27",45.69,28.04,38.15,40.33,21.48
"bgal 27",41.91,33.97,39.99,34.75,23.41
"bgal 27",45.75,29.97,38.09,39.63,22.85
"bgal 27",43.04,25.65,34.4,38.79,18.63
"bgal 27",47.19,28.07,38.05,41.64,22.21
"bgal 27",46.32,26.72,38.46,41.38,20.83
"bgal 27",43.37,29.27,37.67,37.83,21.2
"bgal 27",47.76,31.73,40.71,40.62,25.12
"bgal 27",46.9,31.46,38.39,40.01,24.47
"bgal 27",48.38,28.45,36.75,42.54,23.05
"bgal 27",46.64,27.46,36.64,41.38,21.5
"bgal 27",42.76,23.54,33.56,39.2,17.08
"bgal 27",42.06,26.27,36.95,37.72,18.62
"bgal 27",40.06,22.48,30.7,37.02,15.32
"bgal 27",42.35,26.56,34.94,37.88,18.93
"bgal 27",44.58,28.16,37.46,39.31,21.04
"bgal 27",43.6,27.07,37.02,38.83,19.84
"bgal 27",47.05,33.61,40.59,39.18,26.05
"bgal 27",41.81,26.02,35.37,37.58,18.34
"bgal 27",49.16,33.18,40.53,41.14,26.9
"bgal 27",41.72,26.05,34.91,37.49,18.32
"bgal 27",45.5,28.4,39.13,40.03,21.64
"bgal 27",44.57,30.11,40.21,38.56,22.36
"bgal 27",43.04,28.75,37.99,37.74,20.7
"bgal 27",46.39,26.13,35.98,41.65,20.43
"bgal 27",44.03,26.63,37.56,39.36,19.74
"bgal 27",49.47,29.64,36.54,43,24.46
"bgal 27",46.01,23.8,33.44,42.09,18.57
"bgal 27",47.49,25.45,36.02,42.88,20.4
"bgal 27",40.66,25.51,34.99,36.69,17.51
"bgal 27",40.5,22.13,33.62,37.52,15.26
"bgal 27",40.46,24.07,35.04,36.95,16.5
"bgal 27",45.41,24.89,37.33,41.2,19.11
"bgal 27",44.05,26.63,35.41,39.38,19.74
"bgal 27",48.83,28.61,38.8,42.87,23.38
"bgal 27",48.06,28.05,36.79,42.42,22.6
"bgal 27",49.1,31.41,42.14,41.9,25.58
"bgal 27",47.44,32.19,40.71,40.15,25.27
"bgal 27",35.81,23.78,34.77,32.77,14.44
"bgal 27",38.17,23.24,35.58,35.07,15.06
"bgal 27",39.31,25.8,35.48,35.39,17.11
"bgal 27",48.98,27.94,38.6,43.27,22.95
"bgal 27",45.29,24.13,34.3,41.33,18.51
"bgal 27",42.21,20.1,33.67,39.64,14.51
"bgal 27",49.04,32.87,36.95,41.19,26.62
"bgal 27",48.3,29.43,33.77,42.07,23.73
"bgal 27",46.78,34.65,37.96,38.49,26.6
"bgal 27",40,26.34,33.94,35.85,17.75
"bgal 27",38.53,32.16,36.27,32.62,20.51
"bgal 27",41.3,33.53,37.5,34.43,22.81
"bgal 27",41.47,26.28,31.9,37.19,18.36
"bgal 27",46.67,29.67,35.22,40.55,23.1
"bgal 27",40.17,26.89,33.57,35.83,18.17
"bgal 27",39.05,26.4,34.54,34.98,17.37
"bgal 27",39.53,24.99,33.67,35.83,16.7
"bgal 27",38.37,24.02,35.96,35.05,15.62
"bgal 27",43.3,34.23,37.54,35.8,24.36
"bgal 27",46.23,38.4,40.16,36.23,28.72
"bgal 27",42.28,30.45,36.64,36.44,21.43
"bgal 27",40.19,34.11,36.11,33.28,22.53
"bgal 27",43.5,28.53,35.48,38.22,20.78
"bgal 27",41.37,32.54,35.38,34.87,22.25
"bgal 27",42.93,26.12,33.9,38.55,18.9
"bgal 27",39.76,24.87,33.05,36.08,16.73
"bgal 27",44.02,26.96,34.03,39.24,19.96
"bgal 27",43.9,32.08,37.98,37.2,23.32
"bgal 27",42.17,28.75,34.39,36.98,20.28
"bgal 27",44.77,32.98,36.97,37.56,24.37
"bgal 27",39.08,31.54,35.75,33.31,20.45
"bgal 27",38.21,37.26,39.06,30.41,23.14
"bgal 27",36.09,28.53,36.52,31.71,17.24
"bgal 27",43.4,32.81,37.8,36.47,23.52
"bgal 27",43.86,33.35,36.73,36.64,24.11
"bgal 27",43.93,33.52,38.5,36.63,24.26
"bgal 27",45.27,30.71,37.29,38.92,23.12
"bgal 27",40.85,26.97,34.09,36.4,18.52
"bgal 27",44.63,31.53,39.25,38.04,23.34
"bgal 27",47.81,34.56,38.23,39.37,27.12
"bgal 27",49.11,38.15,41.8,38.62,30.34
"bgal 27",42.5,34.57,36.3,34.99,24.11
"bgal 27",33.95,29.17,33.66,29.65,16.55
"bgal 27",31.32,24.48,26.47,28.5,12.98
"bgal 27",38.32,26.7,32.47,34.23,17.22
"bgal 27",39.8,24.18,32.92,36.31,16.31
"bgal 27",35.05,27.44,31.14,31.11,16.15
"bgal 27",34.85,23.23,33.17,32.02,13.75
"bgal 27",29.65,28.1,31.25,26.16,13.97
"bgal 27",40.8,30.12,36.88,35.29,20.47
"bgal 27",40.38,25.82,32.05,36.34,17.59
"bgal 27",41.05,31.06,34.15,35.16,21.18
"bgal 27",38.18,28.71,32.54,33.48,18.34
"bgal 27",45.59,35.21,38.05,37.25,26.29
"bgal 27",43.91,34.7,35.81,36.1,25
"bgal 27",45.58,34.25,38.23,37.68,25.65
"bgal 27",42.2,28.42,36.64,37.11,20.08
"bgal 27",44.09,27.02,36.54,39.28,20.04
"bgal 27",46.95,27.69,39.55,41.57,21.81
"bgal 27",41.56,26.73,34.85,37.12,18.7
"bgal 27",41.31,27.39,33.57,36.67,19
"bgal 27",40.65,25.8,34.03,36.6,17.69
"bgal 27",44.81,27.67,36.23,39.69,20.81
"bgal 27",38.25,29.36,34.45,33.33,18.75
"bgal 27",42.06,30.77,36.22,36.14,21.52
"bgal 27",38.89,21.29,31.5,36.23,14.12
"bgal 27",34.34,21.77,30.84,31.9,12.74
"bgal 27",43.21,23.98,34.08,39.48,17.56
"bgal 27",41.57,30.8,37.16,35.71,21.29
"bgal 27",39.42,27.51,33.39,34.96,18.2
"bgal 27",40.82,29.57,37.19,35.5,20.14
"bgal 27",41.77,21.99,35.84,38.74,15.64
"bgal 27",42.2,27.18,36.63,37.54,19.27
"bgal 27",42.06,21.62,35.64,39.1,15.5
"bgal 27",42.44,30.5,36.47,36.57,21.54
"bgal 27",48.27,29.41,35.33,42.04,23.7
"bgal 27",43.62,32.07,37.41,36.97,23.16
"bgal 27",40.1,32.56,36.91,33.8,21.58
"bgal 27",43.5,33.92,36.05,36.1,24.27
"bgal 27",37.17,22.84,32.9,34.25,14.43
"bgal 27",43.07,29.29,32.64,37.56,21.07
"bgal 27",37.16,24.24,30.79,33.88,15.25
"bgal 27",44.26,26.81,36.43,39.5,19.96
"bgal 27",48.11,33.56,37.99,40.09,26.59
"bgal 27",46.51,30.21,38.12,40.19,23.4
"bgal 27",38.17,26.73,34.77,34.09,17.17
"bgal 27",44.47,25.99,34.11,39.97,19.49
"bgal 27",41.8,25.21,35.94,37.82,17.8
"bgal 27",35.08,26.8,34.39,31.31,15.82
"bgal 27",36.12,26.39,34.47,32.35,16.06
"bgal 27",40.98,22.98,30.2,37.73,16
"bgal 27",38.83,23.05,32.85,35.73,15.21
"bgal 27",38.37,22.94,32.93,35.33,14.96
"bgal 27",36.6,25.88,32.88,32.93,15.98
"bgal 27",37.47,26.17,35.05,33.63,16.53
"bgal 27",46.17,28.44,37.2,40.6,21.99
"bgal 27",46.85,28.64,39.91,41.12,22.46
"bgal 27",46.38,29.79,39.53,40.25,23.04
"bgal 27",48.52,27.41,37.15,43.07,22.34
"bgal 27",49.4,27.89,37,43.66,23.11
"bgal 27",48.67,27.64,35.5,43.11,22.58
"bgal 27",43.69,27.35,33.71,38.81,20.07
"bgal 27",41.73,27.83,37.46,36.91,19.48
"bgal 27",39.39,29.71,35.94,34.22,19.52
"bgal 27",47,29.32,37.69,40.98,23.01
"bgal 27",47.51,29.91,36.97,41.18,23.69
"bgal 27",41.56,27.46,35.85,36.88,19.16
"bgal 27",39.9,21.21,34.29,37.2,14.43
"bgal 27",42.55,27.05,36.12,37.89,19.35
"bgal 27",32.59,39.76,34.95,25.06,20.84
"bgal 27",40.91,32.89,40.09,34.35,22.21
"bgal 27",43.67,27.21,38.05,38.83,19.97
"bgal 27",43.14,29.49,38.95,37.55,21.23
"bgal 27",44.21,33.21,38.21,36.98,24.21
"bgal 27",47.49,30.1,38.48,41.08,23.82
"bgal 27",53.53,30.82,39.79,45.97,27.43
"bgal 27",36.46,31.23,37.07,31.18,18.91
"bgal 27",43.46,35.03,34.67,35.59,24.95
"bgal 27",42.98,26.86,35.16,38.34,19.42
"bgal 27",46.32,31.51,35.71,39.49,24.2
"bgal 27",39.48,25.58,33.99,35.61,17.05
"bgal 27",42.44,31.09,37.01,36.34,21.91
"bgal 27",49.23,29.35,36.81,42.91,24.13
"bgal 27",48.29,32.96,35.32,40.52,26.27
"bgal 28",37.64,25.91,33.72,33.86,16.45
"bgal 28",52.12,29.74,38.93,45.25,25.86
"bgal 28",46.49,24.63,34.8,42.26,19.38
"bgal 28",43,25.55,32.23,38.79,18.54
"bgal 28",38.78,20.89,33.73,36.23,13.83
"bgal 28",34.29,20.3,33.49,32.16,11.9
"bgal 28",44.2,25.53,37.92,39.89,19.05
"bgal 28",51.28,25.06,37.43,46.45,21.72
"bgal 28",46.62,26.07,37.27,41.87,20.49
"bgal 28",42.02,21.59,31.95,39.08,15.46
"bgal 28",46.66,25.76,37.7,42.02,20.28
"bgal 28",45.67,26.26,35.91,40.95,20.21
"bgal 28",51.55,31.15,40.74,44.12,26.66
"bgal 28",44.78,27.1,36.79,39.86,20.39
"bgal 28",41.68,26.93,33.05,37.16,18.88
"bgal 28",34.67,33.98,36.7,28.75,19.38
"bgal 28",44.9,31.76,38.87,38.18,23.63
"bgal 28",45.93,30.71,33.88,39.49,23.45
"bgal 28",45.64,31.3,35.56,39,23.71
"bgal 28",45.15,24.72,37.26,41.02,18.88
"bgal 28",46.36,27.02,37.35,41.3,21.06
"bgal 28",54.28,39.34,49.76,41.98,34.41
"bgal 28",52.59,33.45,39.81,43.88,28.98
"bgal 28",47.07,42.17,48.45,34.89,31.6
"bgal 28",59.08,32.44,42.2,49.86,31.7
"bgal 28",41.75,26.85,36.85,37.25,18.86
"bgal 28",42.95,20.41,32.34,40.26,14.98
"bgal 28",51.35,36.93,40.39,41.05,30.85
"bgal 28",46.38,31.58,32.68,39.51,24.28
"bgal 28",51.53,38.57,40.69,40.29,32.13
"bgal 28",41.57,33.29,29.85,34.75,22.82
"bgal 28",38.93,31.6,27.82,33.16,20.4
"bgal 28",39.87,31.93,27.94,33.84,21.08
"bgal 28",40.72,29.67,32.67,35.38,20.16
"bgal 28",42.86,32.98,34.52,35.95,23.33
"bgal 28",44.95,28.74,31.45,39.41,21.61
"bgal 28",39.91,23.45,28.06,36.62,15.88
"bgal 28",42.53,30.55,35.91,36.63,21.62
"bgal 28",47.04,35.7,34.28,38.2,27.45
"bgal 28",36.31,25.73,33.21,32.71,15.77
"bgal 28",44.44,29.74,35.49,38.59,22.04
"bgal 28",57.89,35.47,42.93,47.15,33.59
"bgal 28",61.42,38.75,50.05,47.9,38.44
"bgal 28",53.48,30.56,38.89,46.05,27.19
"bgal 28",52.85,35.68,43.45,42.93,30.82
"bgal 28",50.55,28.53,36.68,44.41,24.14
"bgal 28",54.3,31.18,40.52,46.45,28.11
"bgal 28",53.52,31.09,42.29,45.83,27.64
"bgal 28",52.87,29.09,35.34,46.2,25.71
"bgal 28",54.76,30.36,40.2,47.25,27.67
"bgal 28",45.11,26.55,35.47,40.36,20.17
"bgal 28",43.13,25.41,36.58,38.95,18.51
"bgal 28",27.14,20.15,28.04,25.48,9.35
"bgal 28",49.98,28.17,36.7,44.06,23.6
"bgal 28",33.65,21.48,30.93,31.31,12.32
"bgal 28",51.4,30.35,38.84,44.36,25.97
"bgal 28",53.55,28.52,37,47.05,25.57
"bgal 28",52.19,31.2,38.86,44.64,27.03
"bgal 28",55.94,28.32,39.7,49.24,26.54
"bgal 28",42.56,35.49,40.19,34.65,24.71
"bgal 28",42.99,31.61,34.47,36.61,22.53
"bgal 28",41.12,32.06,35.28,34.85,21.83
"bgal 28",47.84,28.59,37.1,42.01,22.89
"bgal 28",50.79,30.26,38.89,43.87,25.59
"bgal 28",50.31,30.98,40.68,43.13,25.89
"bgal 28",45.03,25.49,36.22,40.65,19.38
"bgal 28",48.82,28.75,38.23,42.8,23.48
"bgal 28",45.81,28.48,38.8,40.27,21.84
"bgal 28",47.57,29.12,38.56,41.55,23.15
"bgal 28",50.13,32.99,43.89,42.05,27.3
"bgal 28",52.05,33,42.6,43.65,28.35
"bgal 28",43.92,22.68,32.95,40.52,16.93
"bgal 28",42.18,22.14,33.44,39.07,15.9
"bgal 28",45.56,27.68,36.15,40.35,21.16
"bgal 28",55.36,36.2,44.03,44.67,32.7
"bgal 28",51.98,32.11,43.09,44.03,27.63
"bgal 28",55.09,31.33,41.72,47.05,28.65
"bgal 28",50.59,29.15,39.9,44.19,24.65
"bgal 28",55.93,30.82,37.33,48.03,28.65
"bgal 28",48.88,30.36,37.63,42.17,24.71
"bgal 28",38.77,26.61,35.75,34.66,17.36
"bgal 28",42.27,22.95,32.18,38.93,16.48
"bgal 28",42.37,25.7,34.25,38.18,18.37
"bgal 28",43.28,22.13,35.01,40.09,16.3
"bgal 28",46.6,26.27,32.85,41.79,20.63
"bgal 28",44.46,24.64,35.38,40.41,18.54
"bgal 28",37.51,22.98,33.06,34.53,14.65
"bgal 28",42.2,23.46,34.18,38.71,16.8
"bgal 28",43.38,26.45,35.18,38.84,19.32
"bgal 28",48.88,29.06,37.71,42.73,23.74
"bgal 28",37,23.79,33.62,33.85,14.92
"bgal 28",48.35,32.58,40.42,40.75,26.03
"bgal 28",44.43,34.74,40.73,36.51,25.32
"bgal 28",41.7,30.29,37.42,36.01,21.03
"bgal 28",43.41,28.05,36.47,38.31,20.41
"bgal 28",47.64,24.44,34.34,43.37,19.71
"bgal 28",34.7,24.1,32.95,31.68,14.17
"bgal 37",51.84,37.39,46.73,41.19,31.48
"bgal 37",51.67,31.24,41.25,44.18,26.8
"bgal 37",45.84,41.36,45.26,34.41,30.29
"bgal 37",49.42,41.64,42.83,36.93,32.84
"bgal 37",50.95,34.08,42.08,42.2,28.55
"bgal 37",48.76,29.65,38.04,42.37,24.12
"bgal 37",44.75,31.01,41.09,38.35,23.05
"bgal 37",41.98,39.59,42.45,32.35,26.75
"bgal 37",48.5,27.21,37.15,43.13,22.18
"bgal 37",36.25,28.09,35.35,31.98,17.07
"bgal 37",43.07,36.28,39.79,34.72,25.49
"bgal 37",45.98,32.74,37.09,38.68,24.87
"bgal 37",44.21,29.64,36.79,38.42,21.87
"bgal 37",47.42,34.44,42.59,39.11,26.82
"bgal 37",43.96,30.19,37.93,38,22.11
"bgal 37",44.01,36.19,40.83,35.52,25.99
"bgal 37",42.55,28.31,36.18,37.46,20.17
"bgal 37",46.56,29.25,38.94,40.63,22.75
"bgal 37",42.31,37.2,37.07,33.7,25.58
"bgal 37",45.08,29.89,40.26,39.09,22.46
"bgal 37",37.94,42.68,42.13,27.89,25.72
"bgal 37",44.78,41.61,43.68,33.48,29.74
"bgal 37",38.42,41.72,44.59,28.67,25.57
"bgal 37",42.17,45.23,43.37,29.7,29.94
"bgal 37",52.05,30.96,41.01,44.64,26.78
"bgal 37",46.15,33.99,40.21,38.26,25.8
"bgal 37",52.78,31.51,41.92,45,27.58
"bgal 37",42.65,37.59,33.88,33.79,26.01
"bgal 37",53.39,35.35,41.88,43.55,30.89
"bgal 37",47.87,32.13,40.83,40.54,25.46
"bgal 37",44.61,31.33,38.43,38.11,23.2
"bgal 37",43.15,33.66,41.58,35.91,23.92
"bgal 37",42.61,29.36,38.05,37.14,20.89
"bgal 37",35.91,23.72,33.35,32.88,14.44
"bgal 37",38.64,24.5,35.09,35.16,16.03
"bgal 37",36.12,36.15,38.99,29.17,21.31
"bgal 37",46.35,31.49,43.04,39.53,24.21
"bgal 37",46.08,27.58,37.67,40.84,21.34
"bgal 37",47.17,32.25,42.53,39.9,25.17
"bgal 37",41.73,35.12,43.24,34.14,24.01
"bgal 37",45.48,33.53,40.82,37.91,25.12
"bgal 37",45.37,38.57,42.49,35.47,28.29
"bgal 37",48.08,29.32,37.15,41.92,23.54
"bgal 37",50.59,31.33,39.65,43.22,26.31
"bgal 37",46.56,32.74,40.39,39.17,25.18
"bgal 37",41.65,28.59,35.14,36.57,19.93
"bgal 37",42.44,28.14,35.67,37.42,20.01
"bgal 37",49.4,33.05,42.43,41.41,26.94
"bgal 37",44.01,32.78,38.32,37,23.83
"bgal 37",47.34,33.01,38.04,39.7,25.79
"bgal 37",43.37,36.7,40.14,34.77,25.91
"bgal 37",50.55,32.05,39.13,42.84,26.82
"bgal 37",45.92,35.17,38.45,37.54,26.45
"bgal 37",48.58,30,37.7,42.07,24.29
"bgal 37",47.35,27.87,34.5,41.86,22.14
"bgal 37",48.83,30.42,36.92,42.11,24.73
"bgal 37",46.05,30.54,37.29,39.66,23.4
"bgal 37",45.31,27.88,35.92,40.05,21.19
"bgal 37",47.73,32.09,38.17,40.44,25.36
"bgal 37",43.89,27.21,35.18,39.04,20.07
"bgal 37",45.01,26.9,37.02,40.14,20.36
"bgal 37",40.72,31.09,39.46,34.87,21.03
"bgal 37",45.3,29.16,36.87,39.56,22.07
"bgal 37",47.52,26.13,34.03,42.67,20.93
"bgal 37",41.03,30.09,39.17,35.5,20.57
"bgal 37",45,27.06,33.57,40.07,20.47
"bgal 37",46.78,26.22,34.67,41.97,20.67
"bgal 37",42.68,28.64,35.33,37.46,20.46
"bgal 37",52.13,37.96,47.77,41.1,32.06
"bgal 37",49.87,30.93,40.48,42.78,25.63
"bgal 37",30.36,21.01,28.62,28.34,10.88
"bgal 37",40.32,21.94,30.82,37.4,15.07
"bgal 37",30.01,22.42,31.27,27.75,11.44
"bgal 37",36.74,27.39,31.37,32.62,16.9
"bgal 37",33,30.81,30.47,28.34,16.9
"bgal 37",41.18,26.67,33.81,36.8,18.49
"bgal 37",40.35,22.42,32.81,37.3,15.39
"bgal 37",47.22,25.31,33.64,42.68,20.19
"bgal 37",42.64,23.02,33.62,39.24,16.67
"bgal 37",57.95,37.37,38.34,46.05,35.17
"bgal 37",52.9,28.15,34.91,46.64,24.96
"bgal 37",46.71,29.88,33.1,40.5,23.27
"bgal 37",51.77,27.08,31.67,46.09,23.56
"bgal 37",55.03,33.18,35.48,46.06,30.12
"bgal 37",54.85,31.79,33.45,46.62,28.89
"bgal 37",50.42,30.24,41.28,43.56,25.4
"bgal 37",53.25,40.18,49.24,40.68,34.36
"bgal 37",52.36,31.72,40.84,44.54,27.53
"bgal 37",54.75,33.22,42.89,45.8,29.99
"bgal 37",53.33,37.83,42.24,42.12,32.71
"bgal 37",45.42,26.9,37.38,40.51,20.55
"bgal 37",43.75,25.48,32.13,39.49,18.82
"bgal 37",53.77,32.09,39.87,45.55,28.56
"bgal 37",48.64,37.44,42.59,38.62,29.57
"bgal 37",55.15,34.6,43.47,45.39,31.31
"bgal 37",46.74,33.08,42.96,39.16,25.51
"bgal 37",50.38,29.48,40.84,43.85,24.79
"bgal 37",53.07,36.02,45.63,42.92,31.21
"bgal 37",50.12,32.16,41.97,42.43,26.67
